hip,x0,y0,z0,spect
721.0,907.048,35.328,-447.127,K1 III
722.0,75.43,2.945,17.156,G0
723.0,14.515,0.567,33.339,G5
724.0,166.408,6.529,-64.616,K0 III
725.0,949.759,37.282,650.033,K5
726.0,42.5,1.669,-35.358,G0 V
727.0,69.457,2.729,82.424,A3
728.0,99.869,3.925,53.698,A 4 VM
730.0,75.392,2.975,-103.856,G8 III + A/F
729.0,87.655,3.459,28.862,G9III
732.0,112.022,4.423,-78.768,F3 IV/V
733.0,83.443,3.296,14.499,G5
735.0,266.465,10.531,111.357,F5
736.0,65.53,2.591,-110.368,G8 V
737.0,45.259,1.79,39.156,G5
739.0,163.445,6.469,-88.186,F6 V
740.0,103.647,4.105,37.6,F5
738.0,21.145,0.838,-10.839,null
741.0,495.56,19.675,-369.005,K1
742.0,225.667,8.972,-275.025,K3 III
743.0,263.548,10.489,-314.485,K0/2
744.0,250.044,9.981,-299.998,B5 V
745.0,84.927,3.394,-67.1,G3 V
747.0,96.159,3.85,95.306,G5
746.0,8.6,0.345,14.41,F2III-IV
748.0,195.641,7.845,75.393,G0
749.0,213.297,8.559,-130.697,K2 III
751.0,132.454,5.329,120.428,F8
752.0,176.94,7.119,-2.325,F3/5 V
753.0,46.596,1.881,29.682,G0
754.0,39.665,1.604,18.75,G0
755.0,24.196,0.98,52.1,K0
757.0,210.55,8.557,-351.542,G8 III
758.0,136.712,5.562,-122.707,F6 V
759.0,49.191,2.002,15.555,G 2 III
760.0,19.243,0.784,106.131,A 7 IV
761.0,68.343,2.79,-36.351,F3 V
763.0,114.166,4.679,187.676,B 5 VN
762.0,56.93,2.334,-49.608,G8/K0 V
764.0,239.748,9.837,61.687,F0
766.0,133.116,5.468,0.167,F3/5 V
765.0,30.84,1.267,-31.682,K0 III
767.0,146.635,6.056,154.048,B9
769.0,169.82,7.019,3.691,K1/2 III
768.0,91.846,3.797,31.86,G3V
770.0,314.587,13.006,-67.127,G0
771.0,422.809,17.549,-76.046,K2/3 III
772.0,51.659,2.145,-35.02,G3 V
773.0,143.738,5.972,51.111,G4IV
774.0,228.495,9.514,-196.356,K1 III
775.0,88.263,3.687,-198.692,K1 III
776.0,293.332,12.271,-308.031,F5/6 V
777.0,101.627,4.254,-39.825,F5 V
778.0,156.193,6.55,-198.212,F0 V
779.0,2128.112,89.252,4121.084,M1EPIB+B
780.0,426.856,17.904,214.707,K0
782.0,130.223,5.49,-194.638,G8 III
783.0,1104.273,46.584,-692.759,K2/3
784.0,406.317,17.186,632.488,B8
785.0,147.526,6.241,-297.322,M2 III
786.0,129.626,5.486,-98.89,F3/5 V
788.0,163.58,6.948,-10.526,F2 V
787.0,34.424,1.462,-21.384,K1/2 V
790.0,142.529,6.103,50.186,G0
791.0,59.575,2.551,-51.64,G3 V
792.0,87.132,3.732,-10.463,K0 IV
793.0,207.535,8.909,280.999,G5
794.0,47.6,2.044,-31.881,K1 V
795.0,69.436,2.989,10.329,G5
797.0,161.734,6.965,32.689,F5
798.0,62.875,2.709,-119.855,A6 V
800.0,250.992,10.82,314.963,K0
799.0,171.824,7.407,38.792,K0
801.0,32.684,1.41,-39.36,G2/3 V
802.0,358.388,15.517,30.328,K0 III
803.0,351.575,15.223,-15.741,K5/M0 III
804.0,23.095,1.002,-114.549,K1 IV/V
805.0,145.267,6.308,-143.721,K1 II
806.0,401.073,17.427,29.242,K1/2 III
807.0,123.795,5.382,18.689,F8
808.0,105.325,4.581,99.829,G5
809.0,85.89,3.738,-187.407,K0 III
810.0,115.146,5.02,-55.902,A2 V
812.0,637.193,27.897,618.283,K0
814.0,10.942,0.479,-80.204,K1/2 III
813.0,88.632,3.884,17.479,B8V
815.0,46.225,2.027,-91.983,F3 V
817.0,103.155,4.528,108.391,A3+...
816.0,99.983,4.389,-450.702,G8 III/IV
818.0,87.538,3.843,-13.837,F3 IV
819.0,18.187,0.8,-93.67,F5 V
820.0,20.017,0.881,288.202,F8
821.0,201.711,8.877,133.839,A0
822.0,17.089,0.753,167.007,F5
824.0,437.426,19.273,206.017,M1
825.0,204.048,9.008,250.492,K0
826.0,981.83,43.348,1065.29,G5
828.0,208.676,9.221,173.1,F0
830.0,226.525,10.02,-61.508,F0 V
829.0,53.951,2.387,-260.791,K3 III
831.0,105.183,4.664,-121.733,F5 V
832.0,428.621,19.031,-281.625,G8 V
833.0,193.133,8.579,-70.301,F7 V
834.0,77.916,3.461,164.599,K0
835.0,283.075,12.628,135.316,F 0 III
836.0,435.143,19.446,755.235,G 8 III
837.0,229.551,10.295,282.594,K0
838.0,279.493,12.538,361.401,B9
839.0,56.302,2.532,-162.176,F2/3 V
840.0,58.274,2.624,-5.359,K0 III
841.0,318.176,14.338,330.649,F2II
842.0,207.297,9.361,-87.097,F3 V
843.0,503.476,22.746,170.105,K0
844.0,151.45,6.848,-169.225,F3/5 V
845.0,142.21,6.445,-135.199,F5 V
847.0,101.129,4.585,-21.122,F7 V
846.0,67.069,3.041,-16.719,G2 V
848.0,48.422,2.199,79.066,F
849.0,254.395,11.569,-26.944,K0 IV
850.0,1177.26,53.602,-693.599,K2 (III)
851.0,127.707,5.821,-32.948,F7 V
852.0,294.006,13.41,160.817,M4
853.0,73.379,3.351,-250.376,F2 V
854.0,205.318,9.39,49.704,G0
855.0,298.773,13.676,381.608,K0
856.0,79.359,3.636,21.631,F6V
857.0,97.243,4.456,150.851,B 7 IV
858.0,273.413,12.583,178.635,K4III
859.0,87.373,4.033,113.237,A0
860.0,222.537,10.278,380.827,B1V
861.0,287.641,13.327,-251.36,K0 III
862.0,57.62,2.673,-67.018,G8 V
863.0,76.666,3.559,-154.842,F7 IV
864.0,1327.835,61.663,402.443,M0
865.0,20.304,0.944,-67.425,A/F
866.0,132.801,6.173,197.515,A0
867.0,66.159,3.077,15.072,G5
868.0,263.312,12.25,10.59,K2 IIICNII
869.0,122.782,5.725,28.882,F5
870.0,56.625,2.64,2.035,F(6) V
871.0,457.501,21.377,651.463,G6
872.0,105.341,4.925,-147.301,G3 V
873.0,71.012,3.322,-15.864,K0 III
874.0,192.869,9.055,309.215,B9
875.0,74.61,3.507,-59.988,G2 V
877.0,190.81,8.975,276.311,G5
876.0,208.078,9.788,343.544,B 7 V
878.0,235.638,11.086,-94.992,K0 III
879.0,31.334,1.475,-105.951,F5 IV
880.0,77.569,3.652,59.53,F2
881.0,143.947,6.777,-100.383,K0 III
882.0,345.881,16.291,218.414,M2
883.0,96.564,4.549,-151.665,F5/7 IV/V
884.0,461.139,21.751,573.725,K5
885.0,255.6,12.06,294.473,B9
886.0,180.467,8.517,107.212,A0
887.0,313.942,14.931,-77.797,K1/2 III
891.0,455.862,21.764,-414.571,K1 III
890.0,1510.011,72.094,3236.485,B5
889.0,43.562,2.08,48.624,G5
892.0,258.842,12.375,-9.387,K0 III
893.0,382.894,18.334,-128.804,M3 III
894.0,104.915,5.025,136.602,F5
895.0,87.63,4.218,49.738,F5V
896.0,109.365,5.282,26.793,F8
899.0,366.808,17.739,-70.572,G5
897.0,24.184,1.17,-2.453,M2
900.0,268.793,13.022,19.446,G8/K0 III
902.0,140.141,6.812,220.984,K 1 III
904.0,158.946,7.739,-20.601,F5 V
903.0,7.456,0.363,-165.293,F8/G0 V
905.0,111.037,5.409,130.376,A2
906.0,217.728,10.611,-12.651,K0 II/III
908.0,510.404,25.066,95.967,K0
909.0,283.775,13.955,39.668,K2
910.0,18.18,0.894,-5.037,F5 V
912.0,279.581,13.786,-159.279,K2 III
913.0,182.997,9.028,-155.782,K0 III/IV
914.0,52.948,2.613,-34.165,G6 V
915.0,212.637,10.517,-135.129,A3 V
916.0,15.935,0.79,25.883,K7
917.0,875.51,43.444,1076.453,K0
918.0,43.478,2.159,156.806,K0
919.0,29.343,1.457,17.271,K0V
920.0,50.338,2.508,22.248,G0
921.0,139.14,6.931,-20.47,F6/8 V
922.0,96.558,4.844,-32.737,F3 V
923.0,491.523,24.664,356.658,K0
924.0,32.655,1.642,-38.458,G6/8 V
925.0,282.562,14.211,-5.548,K0 III
926.0,402.747,20.259,343.186,K0
927.0,125.468,6.315,-184.506,F3 V
928.0,147.842,7.441,-101.586,K2 III
929.0,31.833,1.606,-52.857,G3 V
930.0,154.634,7.816,-81.633,K2 III
931.0,96.406,4.878,-5.191,F6/7 V
932.0,155.93,7.891,-52.545,K0 III
935.0,155.227,7.859,103.579,A0
936.0,284.731,14.417,-25.284,K0 III
934.0,19.949,1.01,-31.321,K1 V
937.0,102.689,5.205,-44.991,F7 V
938.0,28.637,1.452,-165.551,G8 III
939.0,423.248,21.466,-137.444,K0 IV
940.0,372.381,18.895,601.639,B5II:
941.0,32.038,1.626,-100.368,F6 V
943.0,46.399,2.355,8.467,G0
942.0,236.409,12.001,473.596,A 0 V
944.0,115.868,5.887,-136.59,K0P BA
945.0,231.065,11.754,342.512,B8
946.0,206.107,10.498,110.774,K0
947.0,129.387,6.6,-22.152,F7 V
948.0,27.002,1.379,-22.075,K 5 V
949.0,184.945,9.448,258.051,B9
950.0,17.739,0.909,-12.499,F3/5 V
951.0,1644.259,84.343,2561.762,F0IB-F0P
952.0,97.201,4.993,50.688,F5V
953.0,60.942,3.137,-39.984,G3/5 V
954.0,119.191,6.138,19.202,G5
955.0,56.735,2.925,-17.975,G3 V
956.0,70.715,3.655,38.324,F5
957.0,134.857,6.974,305.108,A0
958.0,172.541,8.924,-239.642,K0 III
959.0,144.179,7.46,178.217,A0
960.0,113.619,5.88,-40.743,G1 V
961.0,68.802,3.56,-49.227,G5 V
962.0,299.288,15.554,-59.15,K1 III
963.0,204.21,10.624,-132.984,G3 V
964.0,83.329,4.335,-35.106,F2 V
965.0,91.086,4.743,-352.092,K4 III
966.0,102.541,5.344,-93.014,K0 III
967.0,127.709,6.684,142.792,K0
968.0,297.449,15.573,-1.194,F0 V
969.0,140.529,7.379,61.105,K 0 III
970.0,399.436,20.974,-565.986,M1 III
971.0,90.57,4.756,49.462,F0
972.0,218.329,11.473,248.687,K0
973.0,146.976,7.735,-36.187,K0 III
974.0,23.039,1.214,11.806,K0
975.0,30.962,1.635,-50.645,G5 IV/V
976.0,103.651,5.474,-12.908,F5 V
978.0,190.566,10.071,154.747,K0
979.0,251.474,13.291,-351.298,K2 III
977.0,380.747,20.123,-51.565,K2 III
980.0,138.264,7.315,151.053,K0
981.0,71.013,3.764,96.54,A 7 VN
982.0,214.776,11.393,240.401,K0
983.0,216.069,11.481,-70.047,K4 III
984.0,138.645,7.371,147.721,F8
985.0,82.113,4.381,-43.326,F5 V
987.0,393.856,21.041,-106.899,K0 III/IV
986.0,80.067,4.278,67.045,F0
988.0,524.636,28.099,504.149,M4
989.0,575.707,30.838,239.477,M1
990.0,145.048,7.784,-177.472,K2 III
993.0,263.301,14.225,-40.396,G8 IV
994.0,77.844,4.223,-144.216,F3 V
995.0,513.995,27.926,532.29,M2
996.0,51.994,2.832,19.194,G5
997.0,225.429,12.305,-339.975,F6 V
998.0,302.739,16.527,190.957,A0
1000.0,63.93,3.492,-25.956,K0 V + G
999.0,39.64,2.165,10.314,K0
1001.0,142.028,7.764,-89.993,F3 V
1002.0,139.2,7.62,-180.592,K0 III
1003.0,40.993,2.246,-24.531,G8/K0 V
1004.0,230.145,12.615,105.704,F0
1005.0,170.94,9.372,-35.431,F0 V
1008.0,418.456,22.957,413.14,K0
1007.0,10.747,0.59,-376.595,B9.5 IV
1009.0,99.949,5.487,99.082,K0
1011.0,129.084,7.102,126.23,K0
1012.0,274.507,15.122,-66.563,A1 V
1013.0,59.974,3.313,-30.411,K1 IV
1014.0,319.53,17.654,261.819,K0
1016.0,80.194,4.434,-136.394,F8 V
1017.0,142.009,7.855,-259.917,G6 III
1018.0,170.353,9.429,-3.655,K0 III
1019.0,141.857,7.854,-133.251,K0 III
1020.0,145.918,8.088,52.531,G5
1022.0,57.909,3.225,5.049,K0
1023.0,233.954,13.033,363.973,K2
1024.0,172.885,9.638,105.319,A5
1025.0,545.425,30.432,279.652,K0
1026.0,39.931,2.233,41.553,F2
1027.0,316.597,17.713,88.298,K0
1028.0,92.954,5.208,-57.944,G3/5 V
1029.0,104.069,5.833,-113.803,F7/8 V
1030.0,518.19,29.056,401.04,B2V
1031.0,10.952,0.614,-17.494,K0 V
1032.0,903.442,50.866,-370.457,K5 III
1033.0,346.899,19.575,-20.53,M2 III
1035.0,263.549,14.905,189.034,F5
1037.0,509.168,28.9,287.28,K0
1038.0,152.51,8.661,33.393,F0
1039.0,837.931,47.602,1237.706,A9I
1040.0,152.924,8.689,7.892,F7 V
1042.0,167.931,9.551,326.278,F2V
1043.0,73.666,4.193,87.705,A2
1046.0,168.615,9.623,-69.853,G8/K0 III
1047.0,334.666,19.104,-148.818,G0 V
1048.0,159.159,9.087,112.839,G5
1049.0,210.771,12.039,161.518,K0
1051.0,109.442,6.262,40.312,F5
1053.0,154.554,8.87,-20.883,G8/K0 III/IV
1054.0,585.254,33.612,-248.056,K2 III
1052.0,12.882,0.74,123.686,F5
1057.0,133.394,7.667,40.65,K 1 III
1056.0,258.538,14.861,-136.615,G8 III
1058.0,51.652,2.971,-48.356,F5 IV
1061.0,283.163,16.33,111.185,G5
1062.0,550.723,31.76,-50.611,K0 III
1063.0,57.869,3.34,109.205,AM
1064.0,173.506,10.018,65.855,K0
1065.0,280.076,16.183,-86.76,K1/2 III
1066.0,325.405,18.806,-253.04,K3/4 III
1067.0,138.682,8.018,37.699,B2IV
1068.0,7.062,0.409,18.746,M6
1069.0,256.253,14.84,-127.001,K1/2 III
1070.0,391.445,22.722,139.015,K0
1071.0,84.314,4.896,-37.131,F2 V
1072.0,97.02,5.639,-36.565,F5 IV/V
1073.0,89.528,5.21,14.091,F0
1074.0,22.617,1.317,-258.635,M0/1 III
1075.0,145.171,8.461,171.613,A0
1076.0,116.896,6.842,59.632,G 0 III
1078.0,32.074,1.879,11.108,K7
1079.0,200.496,11.775,102.528,K2III
1081.0,179.906,10.585,-310.956,K0 III
1083.0,22.521,1.327,-16.895,null
1084.0,114.16,6.736,-256.186,K2 III
1086.0,28.022,1.654,24.432,F 0 IV
1085.0,27.111,1.601,-23.079,K1 V
1087.0,282.077,16.685,4.177,K0/2 (III)
1088.0,310.226,18.386,-176.368,A5 IV
1089.0,169.417,10.068,124.081,A0
1090.0,111.98,6.661,121.112,A2
1091.0,199.351,11.859,-499.237,K0 III
1093.0,163.851,9.766,152.794,K0
1092.0,3.115,0.186,18.984,M0
1095.0,189.721,11.334,21.924,F2
1096.0,253.31,15.165,-123.891,K5 III
1097.0,266.28,15.945,-309.023,K0 III
1098.0,246.659,14.781,83.33,G5
1099.0,218.032,13.087,-107.881,K4 III
1100.0,183.476,11.014,240.92,A0
1101.0,74.632,4.483,-85.058,A5 IV
1102.0,168.181,10.108,-72.264,K1 IIICNIV
1103.0,64.618,3.885,9.321,F2
1104.0,975.994,58.712,1368.976,B3
1105.0,49.258,2.964,105.177,G0
1106.0,392.235,23.606,-443.095,K2 III
1107.0,287.321,17.313,6.952,K1 II/III
1108.0,122.521,7.392,36.546,F0
1109.0,301.958,18.234,97.813,K0
1110.0,1190.298,71.893,570.105,M2
1112.0,666.972,40.318,500.966,K5
1111.0,81.106,4.904,-106.165,G5 V
1113.0,12.089,0.733,-44.236,G6 V
1114.0,41.284,2.504,-63.688,F6 V
1115.0,458.725,27.91,-145.303,B3/5 V
1117.0,561.211,34.161,-96.536,K2 III
1116.0,51.673,3.145,-67.578,G1 V
1118.0,193.444,11.778,335.666,G8II
1119.0,41.523,2.54,-8.051,K0
1120.0,216.893,13.285,-14.848,G8 III
1121.0,151.643,9.289,2.304,F5 V
1122.0,427.65,26.213,385.553,A0
1123.0,83.624,5.129,54.838,A1V
1124.0,80.496,4.939,324.11,M1
1125.0,120.028,7.366,118.223,F4V
1127.0,236.826,14.555,-0.138,Ap SrEuCr
1126.0,89.927,5.527,-334.191,K2 III
1128.0,42.032,2.584,-8.423,G6wF7
1130.0,437.776,26.952,52.907,K0
1131.0,182.323,11.231,612.395,M2
1132.0,193.743,11.944,346.19,F 2 V
1133.0,101.37,6.267,50.105,F 7 IV
1134.0,45.263,2.802,-5.728,F7 V
1135.0,304.028,18.846,73.425,G5
1137.0,61.019,3.79,43.476,F5V
1138.0,410.875,25.527,-296.996,G8 III
1139.0,202.831,12.619,293.308,K2
1140.0,26.31,1.637,-37.744,F5 IV/V
1141.0,260.913,16.275,-40.622,K1 IIICNII
1142.0,95.8,5.989,-248.997,A7 IV
1143.0,143.93,9.005,190.412,A0
1144.0,45.039,2.821,-23.523,G5 V
1147.0,53.749,3.369,-20.886,F7 V
1146.0,215.453,13.505,-419.544,M1 III
1149.0,222.5,13.958,19.057,A9 V
1148.0,24.067,1.51,42.348,G 8 III
1151.0,79.049,4.963,-43.786,K0/1 V(CNIII)
1150.0,102.905,6.462,414.223,G5
1152.0,86.409,5.434,83.16,F8V
1153.0,275.257,17.327,-10.586,K2/3 III
1154.0,108.465,6.836,-55.782,G1/2 V
1155.0,360.388,22.718,-307.542,K2 III
1156.0,89.056,5.623,26.671,F2
1157.0,231.751,14.64,279.726,B8
1158.0,176.575,11.156,-24.175,M1/2 III
1160.0,508.481,32.135,-169.798,K2
1161.0,73.728,4.66,-19.011,F5 V
1162.0,1242.195,78.537,1862.994,G0
1163.0,452.454,28.676,-135.772,G8/K0 III
1164.0,150.262,9.561,131.036,K0
1165.0,533.91,34.019,-591.702,M1 III
1166.0,122.034,7.781,-73.542,F6 V
1167.0,244.949,15.62,335.699,A0
1168.0,105.705,6.744,38.985,M2III
1169.0,81.415,5.197,1.847,F5/6 V
1170.0,133.334,8.529,-45.829,M1 III
1171.0,385.037,24.63,-408.243,K3 III
1172.0,293.339,18.773,-282.185,K0 III
1173.0,63.475,4.063,-52.983,G3 V
1174.0,77.855,4.985,16.919,G0
1175.0,439.764,28.183,-286.674,K2/3 III
1176.0,123.991,7.95,-32.839,G8 III/IV
1177.0,375.26,24.074,-85.075,K0 IV
1178.0,165.862,10.646,209.823,A0
1179.0,340.35,21.848,20.046,G8 III
1180.0,240.68,15.471,507.143,B8P
1181.0,156.472,10.076,-162.557,K2 III
1184.0,51.812,3.35,98.459,F 6 V
1185.0,126.891,8.208,-32.123,A7 III
1186.0,159.231,10.311,-122.921,G2
1188.0,123.462,8.002,54.55,F8
1189.0,167.685,10.87,-0.889,A9 IV/V
1190.0,102.158,6.647,-64.351,F3 V
1191.0,107.072,6.975,-18.09,B8 V
1192.0,277.299,18.089,-14.697,M0 III
1193.0,128.258,8.368,52.673,A0V
1194.0,220.993,14.425,87.425,K2
1195.0,150.817,9.866,-105.453,K3 III
1196.0,72.556,4.749,11.284,F 0 IV
1197.0,73.299,4.8,11.396,A7
1199.0,138.671,9.089,13.597,F8
1198.0,403.405,26.441,-295.453,K4 III
1200.0,190.695,12.514,431.536,K2
1201.0,171.457,11.255,-49.448,F3 V
1202.0,515.795,33.879,713.513,G5
1203.0,90.188,5.935,-60.015,G0 V
1204.0,371.368,24.449,487.478,B9
1205.0,473.334,31.176,314.831,K0
1206.0,17.019,1.121,-43.365,G6 V
1207.0,176.166,11.634,114.786,K0
1208.0,238.647,15.763,146.767,K5
1209.0,175.939,11.626,328.388,K 2 II
1210.0,307.275,20.319,-170.742,A3/5MF0-F5
1211.0,77.197,5.112,53.908,F2
1212.0,474.405,31.427,-469.681,K0 III
1213.0,1300.464,86.169,2120.523,F7
1214.0,182.425,12.088,58.318,F8
1215.0,122.845,8.146,63.499,A1V
1216.0,61.634,4.09,291.037,K0
1217.0,392.837,26.1,-1017.637,M1 III
1218.0,157.534,10.472,-108.49,K0 III
1219.0,131.066,8.714,68.707,G5
1220.0,518.452,34.482,-236.632,K2/3 III
1221.0,124.296,8.27,-112.572,F7/8 (V)
1223.0,134.397,8.951,-80.725,F3/5 V
1225.0,100.696,6.711,-84.97,G8/K1 III
1226.0,168.503,11.23,-142.167,null
1228.0,149.356,9.965,-135.562,F2 V
1229.0,1437.932,95.955,1450.174,K0
1230.0,156.362,10.434,-16.853,K0 III
1231.0,133.108,8.884,-40.166,F3 IV
1232.0,180.825,12.086,-166.045,F6 V
1233.0,236.845,15.832,230.863,B9
1234.0,63.273,4.247,34.557,F5
1235.0,169.16,11.359,328.427,F 2 III
1236.0,419.597,28.184,-263.247,M7/8 IIIE
1237.0,203.611,13.711,-47.318,A8 V
1238.0,475.952,32.096,-277.296,G6 III/IVW
1239.0,236.578,15.965,105.917,G5
1241.0,491.43,33.189,-31.456,B9 V
1242.0,4.779,0.323,-1.386,M:
1243.0,166.924,11.299,-142.664,K1/2 III
1244.0,946.31,64.139,1215.58,B8
1245.0,449.792,30.548,107.564,K2
1246.0,208.721,14.189,-567.114,K2/3 (III)
1247.0,716.016,48.693,856.812,K0
1248.0,228.384,15.54,-103.581,G1 V
1249.0,173.209,11.841,17.769,K0
1250.0,113.628,7.787,-338.942,K1/2 III
1251.0,157.512,10.798,-78.518,G0
1252.0,137.55,9.439,-17.678,F6/7 V
1253.0,281.352,19.317,57.939,K0
1254.0,265.412,18.242,-187.324,K2 IIICNIB/II
1255.0,105.712,7.276,107.993,F0
1256.0,147.798,10.174,120.057,F2
1257.0,457.945,31.558,534.241,A0
1258.0,32.834,2.265,-77.251,F7 V
1259.0,141.059,9.746,239.47,B9
1260.0,281.605,19.464,-59.949,A0 V
1261.0,535.334,37.054,489.034,K0
1265.0,197.334,13.678,-19.399,G8 III/IV
1264.0,186.824,12.95,8.839,A9 IV/V
1266.0,96.121,6.664,-15.047,G1 V
1267.0,464.798,32.264,755.247,A0
1269.0,64.314,4.473,116.306,G8III+F
1268.0,46.209,3.214,-184.567,G8/K0 III
1270.0,229.524,15.971,-275.83,G8/K0 III
1271.0,509.704,35.504,-190.18,K2
1272.0,120.264,8.386,8.961,A0 V
1273.0,221.285,15.45,178.09,G5
1274.0,63.809,4.461,-10.681,G0 V
1275.0,55.697,3.895,-23.037,G8 V
1278.0,126.498,8.864,-312.283,A5 IV
1276.0,15.131,1.06,-17.001,M5
1277.0,260.22,18.235,68.47,K2
1279.0,410.637,28.792,-379.47,M0 III
1281.0,70.468,4.944,-208.118,F7 V
1283.0,247.37,17.365,-409.041,K2 III
1285.0,434.444,30.528,-109.019,G8/K0 IV
1284.0,7.54,0.53,270.81,A2
1286.0,108.38,7.622,15.493,A5
1287.0,622.945,43.93,-480.256,K2 III
1288.0,116.047,8.19,-71.141,K2 III
1289.0,523.929,36.998,581.142,M0
1290.0,64.674,4.571,-34.152,G5 V
1291.0,91.46,6.468,135.261,F5
1293.0,376.571,26.633,-746.117,M0 III
1292.0,3.086,0.218,-17.28,G6V
1294.0,33.826,2.394,20.001,K2
1296.0,41.406,2.938,179.1,B 9 VN
1295.0,14.409,1.023,5.218,M:
1297.0,56.133,3.985,39.665,G
1298.0,537.627,38.245,-224.115,G0
1299.0,68.48,4.888,-45.388,G8/K0 V
1300.0,44.675,3.192,137.284,F8
1301.0,101.489,7.252,30.422,G0V
1302.0,70.581,5.047,67.373,A 2 V
1303.0,167.222,11.959,-20.674,F3 V
1304.0,73.112,5.231,-25.812,G3 V
1305.0,86.927,6.227,-60.637,G1/2 V
1306.0,70.515,5.052,-29.411,G3 V
1307.0,247.22,17.721,-237.519,K2 III
1309.0,64.617,4.634,-181.856,F0 V
1310.0,569.943,40.925,784.912,G5
1311.0,163.002,11.728,-122.24,F3 V
1313.0,95.682,6.91,-143.433,F8 V
1312.0,76.256,5.508,-177.441,K2 III
1314.0,92.08,6.657,-134.173,G8 III
1315.0,293.834,21.244,-189.569,K0 III
1316.0,153.339,11.098,-123.746,F3 V
1317.0,142.044,10.282,-45.987,F3 V
1318.0,143.709,10.406,-34.336,A8 V
1319.0,123.386,8.935,17.915,G 8 II-III
1320.0,134.443,9.743,38.238,A5
1321.0,108.373,7.856,-2.889,F8 V
1322.0,14.154,1.028,-17.075,M4
1323.0,170.498,12.389,-67.685,G0/2
1324.0,148.162,10.774,-12.938,G3/5 V
1325.0,344.127,25.055,11.148,M4 III
1326.0,388.279,28.281,82.311,K2
1327.0,729.156,53.117,-602.49,K0
1328.0,381.714,27.832,-224.856,K3 III
1329.0,94.135,6.869,133.108,A3...
1330.0,124.983,9.124,-80.416,K0 III
1331.0,170.55,12.454,-62.951,B6 III/IV
1332.0,209.15,15.274,-187.169,F5 V
1333.0,105.895,7.738,78.94,A0
1335.0,74.747,5.464,67.127,F8
1336.0,62.543,4.577,46.389,F 6 V
1337.0,347.333,25.425,377.136,B9
1340.0,113.224,8.295,28.131,A3
1339.0,347.73,25.477,63.016,M1
1341.0,91.777,6.735,-97.224,F5 V
1342.0,21.561,1.584,-108.987,F5 V
1343.0,455.963,33.542,494.487,A0
1345.0,88.681,6.531,-104.585,F3 V
1346.0,149.567,11.025,158.671,G5
1347.0,4.879,0.36,33.385,K0
1348.0,249.029,18.377,-65.593,A9 V
1350.0,65.629,4.848,-8.304,G2 V
1349.0,13.673,1.01,-17.965,G2 V
1352.0,378.156,27.935,443.374,M0
1351.0,96.499,7.129,-26.788,G1 V(W)
1353.0,157.64,11.657,67.933,K 0 III-IV
1354.0,98.863,7.325,182.835,G8III
1355.0,155.626,11.535,313.721,A0
1356.0,105.576,7.827,-170.425,K1 III
1357.0,187.076,13.905,251.155,B9
1358.0,138.106,10.278,55.318,G0
1360.0,366.452,27.298,15.218,K0 III
1359.0,20.125,1.5,228.597,A2
1361.0,261.389,19.483,141.218,F5
1362.0,435.79,32.491,-101.38,G8 III/IV
1363.0,116.954,8.733,179.973,A0
1364.0,450.628,33.656,83.769,K2
1366.0,73.718,5.508,59.185,A2V
1365.0,214.195,16.004,-6.199,G6 V
1367.0,396.494,29.629,239.603,K5
1368.0,11.063,0.827,9.626,M0
1369.0,123.248,9.221,-26.361,F3 V
1370.0,209.569,15.688,238.077,K0
1372.0,234.471,17.579,260.656,B 7 III
1375.0,73.128,5.498,-133.717,F5 V
1376.0,166.622,12.531,-163.425,F2 V
1377.0,148.822,11.195,65.195,A2
1378.0,1289.676,97.082,-325.081,B8/9 V
1380.0,421.541,31.813,-32.892,K0 III
1379.0,308.381,23.273,141.99,K0
1381.0,281.885,21.275,403.43,B9
1382.0,26.058,1.968,-25.106,G5 V
1383.0,114.418,8.659,223.518,A 0 V
1384.0,417.103,31.58,18.093,K0 III
1385.0,102.1,7.735,1.054,G2/3 V
1386.0,19.888,1.507,11.139,M:
1388.0,82.095,6.231,24.401,G
1390.0,77.371,5.876,23.0,F5
1391.0,256.946,19.544,-254.57,G8/K0 III
1393.0,71.807,5.465,-90.608,F7 V
1394.0,33.853,2.576,-78.333,F6 V
1392.0,14.961,1.139,2.343,F5
1395.0,80.732,6.163,-84.833,K0/1 (IV/V)
1396.0,265.11,20.247,-587.806,K0 III
1397.0,97.765,7.471,0.55,F8 V
1400.0,67.218,5.145,69.241,G0
1401.0,1084.629,83.147,1309.687,N
1402.0,46.188,3.543,-15.997,F3 V
1403.0,174.136,13.362,129.471,G5
1404.0,33.767,2.595,-92.436,G0 IV
1409.0,116.089,8.955,115.402,M 3 V
1410.0,139.417,10.766,29.83,A2
1411.0,54.762,4.231,42.203,G5
1413.0,69.788,5.396,-125.239,A8 IV
1414.0,60.144,4.652,205.46,A5
1415.0,823.746,63.809,1036.206,O8
1416.0,330.219,25.621,165.638,A2
1417.0,581.275,45.102,794.014,G5
1419.0,32.001,2.488,-73.325,G5 III/IV
1422.0,270.505,21.044,-29.258,K1 IIICNIb/II
1421.0,113.076,8.798,3.344,K0 III
1424.0,189.44,14.748,-6.18,G8/K0 III
1425.0,27.358,2.132,-144.294,F8 V
1426.0,536.323,41.796,-598.77,K2/4 (V)
1427.0,45.035,3.511,13.236,F 6 V
1428.0,207.854,16.212,347.77,B 2.5V
